id,timestamp,food_type,tomato_id,position,blue,green,yellow,orange,red,nir,ndvi,gndvi,rvi,freshness_score,category,actual_category,actual_freshness_score,model_version,verified_at,notes
87,2026-07-25T08:30:45.670706,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.492502,Bulk verified automatically
86,2026-07-25T08:30:45.640102,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.518089,Bulk verified automatically
85,2026-07-25T08:30:45.611341,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.545657,Bulk verified automatically
84,2026-07-25T08:30:45.581487,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.571138,Bulk verified automatically
83,2026-07-25T08:30:45.550550,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.589713,Bulk verified automatically
82,2026-07-25T08:30:45.518434,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.620590,Bulk verified automatically
81,2026-07-25T08:30:45.487334,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:21:57.644651,Bulk verified automatically
80,2026-07-25T08:30:45.454912,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:21:57.673148,Bulk verified automatically
79,2026-07-25T08:30:32.706867,tomato,10001,1,50.0,57.0,63.0,80.0,62.0,94.0,0.205128,0.245033,1.516129,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.698824,Bulk verified automatically
78,2026-07-25T08:30:27.845005,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.724201,Bulk verified automatically
77,2026-07-25T08:30:27.814571,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.749113,Bulk verified automatically
76,2026-07-25T08:30:27.787984,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.772195,Bulk verified automatically
75,2026-07-25T08:30:27.758063,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.799490,Bulk verified automatically
74,2026-07-25T08:30:27.728064,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.820828,Bulk verified automatically
73,2026-07-25T08:30:27.702599,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.845514,Bulk verified automatically
72,2026-07-25T08:30:27.671672,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.871983,Bulk verified automatically
71,2026-07-25T08:30:27.637905,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.901394,Bulk verified automatically
70,2026-07-25T08:30:27.606036,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:21:57.929970,Bulk verified automatically
69,2026-07-25T08:30:27.573744,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:21:57.943654,Bulk verified automatically
68,2026-07-25T08:30:22.668050,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.975955,Bulk verified automatically
67,2026-07-25T08:30:22.635972,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:57.991245,Bulk verified automatically
66,2026-07-25T08:30:22.609352,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:58.030237,Bulk verified automatically
65,2026-07-25T08:30:22.579765,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:21:58.056851,Bulk verified automatically
89,2026-07-25T08:30:45.724566,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.521038,Bulk verified automatically
88,2026-07-25T08:30:45.698775,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.549828,Bulk verified automatically
87,2026-07-25T08:30:45.670706,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.577295,Bulk verified automatically
86,2026-07-25T08:30:45.640102,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.600517,Bulk verified automatically
85,2026-07-25T08:30:45.611341,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.842874,Bulk verified automatically
84,2026-07-25T08:30:45.581487,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.932679,Bulk verified automatically
83,2026-07-25T08:30:45.550550,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.965185,Bulk verified automatically
82,2026-07-25T08:30:45.518434,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:03.992466,Bulk verified automatically
81,2026-07-25T08:30:45.487334,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:04.049817,Bulk verified automatically
80,2026-07-25T08:30:45.454912,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:04.080317,Bulk verified automatically
79,2026-07-25T08:30:32.706867,tomato,10001,1,50.0,57.0,63.0,80.0,62.0,94.0,0.205128,0.245033,1.516129,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.107075,Bulk verified automatically
78,2026-07-25T08:30:27.845005,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.132337,Bulk verified automatically
77,2026-07-25T08:30:27.814571,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.161986,Bulk verified automatically
76,2026-07-25T08:30:27.787984,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.204192,Bulk verified automatically
75,2026-07-25T08:30:27.758063,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.232028,Bulk verified automatically
74,2026-07-25T08:30:27.728064,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.257314,Bulk verified automatically
73,2026-07-25T08:30:27.702599,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.283233,Bulk verified automatically
72,2026-07-25T08:30:27.671672,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.308995,Bulk verified automatically
71,2026-07-25T08:30:27.637905,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.333986,Bulk verified automatically
70,2026-07-25T08:30:27.606036,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:04.357645,Bulk verified automatically
69,2026-07-25T08:30:27.573744,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:04.387577,Bulk verified automatically
68,2026-07-25T08:30:22.668050,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.429468,Bulk verified automatically
67,2026-07-25T08:30:22.635972,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.457933,Bulk verified automatically
66,2026-07-25T08:30:22.609352,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.486443,Bulk verified automatically
65,2026-07-25T08:30:22.579765,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:04.515189,Bulk verified automatically
89,2026-07-25T08:30:45.724566,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.326795,Bulk verified automatically
88,2026-07-25T08:30:45.698775,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.358643,Bulk verified automatically
87,2026-07-25T08:30:45.670706,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.383263,Bulk verified automatically
86,2026-07-25T08:30:45.640102,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.413790,Bulk verified automatically
85,2026-07-25T08:30:45.611341,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.445424,Bulk verified automatically
84,2026-07-25T08:30:45.581487,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.472761,Bulk verified automatically
83,2026-07-25T08:30:45.550550,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.501917,Bulk verified automatically
82,2026-07-25T08:30:45.518434,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.530799,Bulk verified automatically
81,2026-07-25T08:30:45.487334,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:08.558721,Bulk verified automatically
80,2026-07-25T08:30:45.454912,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:08.583836,Bulk verified automatically
79,2026-07-25T08:30:32.706867,tomato,10001,1,50.0,57.0,63.0,80.0,62.0,94.0,0.205128,0.245033,1.516129,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.614470,Bulk verified automatically
78,2026-07-25T08:30:27.845005,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.643907,Bulk verified automatically
77,2026-07-25T08:30:27.814571,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.671457,Bulk verified automatically
76,2026-07-25T08:30:27.787984,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.699018,Bulk verified automatically
75,2026-07-25T08:30:27.758063,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.714874,Bulk verified automatically
74,2026-07-25T08:30:27.728064,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.754705,Bulk verified automatically
73,2026-07-25T08:30:27.702599,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.781094,Bulk verified automatically
72,2026-07-25T08:30:27.671672,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.807941,Bulk verified automatically
71,2026-07-25T08:30:27.637905,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.837621,Bulk verified automatically
70,2026-07-25T08:30:27.606036,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:08.866611,Bulk verified automatically
69,2026-07-25T08:30:27.573744,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:08.894163,Bulk verified automatically
68,2026-07-25T08:30:22.668050,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.920311,Bulk verified automatically
67,2026-07-25T08:30:22.635972,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.957015,Bulk verified automatically
66,2026-07-25T08:30:22.609352,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:08.984472,Bulk verified automatically
65,2026-07-25T08:30:22.579765,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:09.012116,Bulk verified automatically
89,2026-07-25T08:30:45.724566,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.686691,Bulk verified automatically
88,2026-07-25T08:30:45.698775,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.716038,Bulk verified automatically
87,2026-07-25T08:30:45.670706,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.747935,Bulk verified automatically
86,2026-07-25T08:30:45.640102,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.775012,Bulk verified automatically
85,2026-07-25T08:30:45.611341,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.801484,Bulk verified automatically
84,2026-07-25T08:30:45.581487,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.826758,Bulk verified automatically
83,2026-07-25T08:30:45.550550,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.851778,Bulk verified automatically
82,2026-07-25T08:30:45.518434,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.877440,Bulk verified automatically
81,2026-07-25T08:30:45.487334,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:11.902359,Bulk verified automatically
80,2026-07-25T08:30:45.454912,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:11.932348,Bulk verified automatically
79,2026-07-25T08:30:32.706867,tomato,10001,1,50.0,57.0,63.0,80.0,62.0,94.0,0.205128,0.245033,1.516129,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.957701,Bulk verified automatically
78,2026-07-25T08:30:27.845005,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:11.982803,Bulk verified automatically
77,2026-07-25T08:30:27.814571,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.010120,Bulk verified automatically
76,2026-07-25T08:30:27.787984,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.037211,Bulk verified automatically
75,2026-07-25T08:30:27.758063,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.056303,Bulk verified automatically
74,2026-07-25T08:30:27.728064,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.087448,Bulk verified automatically
73,2026-07-25T08:30:27.702599,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.112505,Bulk verified automatically
72,2026-07-25T08:30:27.671672,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.138121,Bulk verified automatically
71,2026-07-25T08:30:27.637905,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.166272,Bulk verified automatically
70,2026-07-25T08:30:27.606036,tomato,1002,2,56.0,61.0,66.0,69.0,37.0,118.0,0.522581,0.318436,3.189189,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:12.193894,Bulk verified automatically
69,2026-07-25T08:30:27.573744,tomato,1002,1,55.0,60.0,65.0,70.0,35.0,120.0,0.548387,0.333333,3.428571,0.0,Aging,Aging,0.0,v1.1,2026-07-25T09:22:12.214808,Bulk verified automatically
68,2026-07-25T08:30:22.668050,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.247930,Bulk verified automatically
67,2026-07-25T08:30:22.635972,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.277113,Bulk verified automatically
66,2026-07-25T08:30:22.609352,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.302926,Bulk verified automatically
65,2026-07-25T08:30:22.579765,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:12.331994,Bulk verified automatically
89,2026-07-25T08:30:45.724566,tomato,1002,10,64.0,69.0,74.0,61.0,53.0,102.0,0.316129,0.192982,1.924528,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:15.844030,Bulk verified automatically
88,2026-07-25T08:30:45.698775,tomato,1002,9,63.0,68.0,73.0,62.0,51.0,104.0,0.341935,0.209302,2.039216,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:15.881682,Bulk verified automatically
87,2026-07-25T08:30:45.670706,tomato,1002,8,62.0,67.0,72.0,63.0,49.0,106.0,0.367742,0.225434,2.163265,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:15.912209,Bulk verified automatically
86,2026-07-25T08:30:45.640102,tomato,1002,7,61.0,66.0,71.0,64.0,47.0,108.0,0.393548,0.241379,2.297872,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:15.929332,Bulk verified automatically
85,2026-07-25T08:30:45.611341,tomato,1002,6,60.0,65.0,70.0,65.0,45.0,110.0,0.419355,0.257143,2.444444,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:15.964582,Bulk verified automatically
84,2026-07-25T08:30:45.581487,tomato,1002,5,59.0,64.0,69.0,66.0,43.0,112.0,0.445161,0.272727,2.604651,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:15.992056,Bulk verified automatically
83,2026-07-25T08:30:45.550550,tomato,1002,4,58.0,63.0,68.0,67.0,41.0,114.0,0.470968,0.288136,2.780488,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:16.017762,Bulk verified automatically
82,2026-07-25T08:30:45.518434,tomato,1002,3,57.0,62.0,67.0,68.0,39.0,116.0,0.496774,0.303371,2.974359,0.0,Fresh,Fresh,0.0,v1.1,2026-07-25T09:22:16.044947,Bulk verified automatically
